master_id,scheme_code,canonical_name,record_kind,official_page_url,application_status,closing_date,funding_maximum,funding_evidence,last_verified_at,guideline_urls,status_evidence,source,department,implementing_agency,objectives,eligibility,benefits,sectors,scheme_types,target_beneficiaries,startup_stage,warnings,application_url
agri_manage_saip,MANAGE-SAIP,MANAGE Startup Agri-Business Incubation Program (SAIP),PROGRAMME,https://www.manage.gov.in/managecia/,STATUS_UNVERIFIED,,,,2026-07-22,https://www.manage.gov.in/managecia/,MANAGE-CIA official portal identifies SAIP as a startup incubation pathway under RKVY-RAFTAAR.,Agriculture & Farmers Welfare startup ecosystem,Department of Agriculture & Farmers Welfare,MANAGE-CIA,Provide seed-stage incubation and business support for agri-startups,Seed-stage agri-startups,Incubation mentoring and training,Agriculture and allied sectors,INCUBATION|GRANT_SUPPORT,Agri-startups,Seed|Early,Current cohort dates are published separately as calls or training opportunities.
agri_manage_aop,MANAGE-AOP,MANAGE Agripreneurship Orientation Program (AOP),PROGRAMME,https://www.manage.gov.in/managecia/,STATUS_UNVERIFIED,,,,2026-07-22,https://www.manage.gov.in/managecia/,MANAGE-CIA official portal identifies AOP as an agripreneurship orientation pathway under RKVY-RAFTAAR.,Agriculture & Farmers Welfare startup ecosystem,Department of Agriculture & Farmers Welfare,MANAGE-CIA,Prepare pre-seed agripreneurs for startup formation and validation,Pre-seed agripreneurs|Innovators,Orientation mentoring and training,Agriculture and allied sectors,INCUBATION|CAPACITY_BUILDING,Agri-startups|Aspiring agripreneurs,Idea|Pre-seed,Current cohort dates are published separately as calls or training opportunities.
agri_manage_sop,MANAGE-SOP,MANAGE Student Orientation Program (SOP),PROGRAMME,https://www.manage.gov.in/managecia/,STATUS_UNVERIFIED,,,,2026-07-22,https://www.manage.gov.in/managecia/,MANAGE-CIA official portal identifies SOP as a student startup orientation pathway under RKVY-RAFTAAR.,Agriculture & Farmers Welfare startup ecosystem,Department of Agriculture & Farmers Welfare,MANAGE-CIA,Help student innovators explore agriculture venture opportunities,Student innovators,Orientation mentoring and training,Agriculture and allied sectors,INCUBATION|CAPACITY_BUILDING,Student startups|Researchers,Idea|Pre-seed,Current cohort dates are published separately as calls or training opportunities.
agri_icar_abi,ICAR-ABI,ICAR Agri-Business Incubation Centres and Incubation Fund,PROGRAMME,https://www.icar.gov.in/en/intellectual-property-technology-management-iptm-unit,STATUS_UNVERIFIED,,,,2026-07-22,https://www.icar.gov.in/en/intellectual-property-technology-management-iptm-unit,ICAR IP and Technology Management page describes the NAIF Incubation Fund and seed money support for incubates.,Agriculture & Farmers Welfare startup ecosystem,Department of Agriculture & Farmers Welfare,ICAR IP and Technology Management Unit,Support incubation centres technology transfer and seed support for viable enterprises,Potential incubates|Entrepreneurs,Incubation seed money and technology transfer,Agriculture and allied sectors,INCUBATION|SEED_SUPPORT,Agri-startups|Incubators|Entrepreneurs,Idea|Prototype|Early,Component-level support is shown separately from the NAIF umbrella identity.
agri_apeda_bharati,APEDA-BHARATI,APEDA BHARATI Agri-Food Startup Export Acceleration,PROGRAMME,https://apeda.gov.in/bharati/index.html,STATUS_UNVERIFIED,,,,2026-07-22,https://apeda.gov.in/bharati/Program_Structure.html,Official APEDA pages describe BHARATI as an export-enablement acceleration initiative for agri-food and export-technology startups.,Agriculture & Farmers Welfare startup ecosystem,Department of Commerce,Agricultural and Processed Food Products Export Development Authority (APEDA),Accelerate agri-food startups through mentoring and export enablement,Agri-food startups|FPC startups|Export-enabling technology startups,Acceleration mentoring and export enablement,Agri-food exports|Food technology|SPS solutions,ACCELERATION|EXPORT_SUPPORT,Agri-food startups|FPCs|Innovators,Idea|Validation|Early|Growth,The visible pilot timelines and application routes are cohort-specific; verify the next intake from APEDA.
agri_angrau_yoch,ANGRAU-YOCH,ANGRAU Poshan AGRI YOCH Agripreneurship Orientation Programme,PROGRAMME,https://www.angraurabitpt.org/program_details/13,STATUS_UNVERIFIED,,500000,Official ANGRAU YOCH guidelines state idea/pre-seed funding up to Rs 5 lakh after the orientation and evaluation.,2026-07-23,https://www.angraurabitpt.org/backend/uploads/guidlines/1766048129-Guidlines%20of%20AGRI%20YOCH.pdf,Official ANGRAU POSHAN programme page and guidelines describe YOCH/AOP and its agriculture-startup orientation pathway.,Agriculture & Farmers Welfare startup ecosystem,Department of Agriculture & Farmers Welfare,ANGRAU Poshan Incubator Tirupati,Develop agripreneur ideas into prototypes through orientation mentoring and hands-on incubation,Youth|Smart farmers|Women|Agripreneurs,Orientation mentoring internship and pre-seed support,Agriculture and allied sectors,INCUBATION|GRANT_SUPPORT,Agri-startups|Innovators|Agripreneurs,Idea|Prototype,No dated application window is visible on the cited programme page; current status remains unverified.
agri_sidbi_idea_seed,SIDBI-aIDEA,SIDBI Seed Fund Program at a-IDEA,SCHEME,https://www.icar.gov.in/en/sidbi-collaborates-idea-icar-naarm-hyderabad-seed-equity-support-agri-startups-farm-sector,STATUS_UNVERIFIED,,,,2026-07-22,https://www.icar.gov.in/en/sidbi-collaborates-idea-icar-naarm-hyderabad-seed-equity-support-agri-startups-farm-sector,Official ICAR release records the SIDBI Seed Fund Program launched for startups incubated at a-IDEA.,Agriculture & Farmers Welfare startup ecosystem,Department of Agriculture & Farmers Welfare,a-IDEA ICAR-NAARM and SIDBI,Provide seed funding assistance mentoring and enterprise development to incubated startups,Startups incubated at a-IDEA,Seed equity and enterprise support,Post-harvest|Food technology|Agri-fintech|Fisheries|Animal husbandry,SEED_SUPPORT|EQUITY,Incubated agri-startups,Early|Growth,Funding amount and application window are not stated in the source release.
agri_nabventures_fund1,NABVENTURES-FUND-I,NABVENTURES Fund I,SCHEME,https://www.nabard.org/nabventures.aspx,STATUS_UNVERIFIED,,,,2026-07-22,https://www.nabard.org/nabventures.aspx,Official NABARD page describes Fund I as a venture growth equity fund for agriculture food and rural businesses.,Agriculture & Farmers Welfare startup ecosystem,Department of Agriculture & Farmers Welfare,NABVENTURES,Invest in agriculture food rural businesses and agri-rural financial services,Agriculture and rural businesses,Growth equity investment,Agriculture|Food|Rural businesses,VENTURE_FUND|EQUITY,Agri-startups|Rural enterprises,Early|Growth,Fund-level investment terms and application windows vary by investment route.
agri_manage_pau_connect_2026,MANAGE-PAU-2026,Agri-Startup Stakeholders Connect with Punjab Agricultural University 2026,APPLICATION_CALL,https://www.manage.gov.in/default.asp,OPEN,2026-08-16,,,2026-07-22,https://www.manage.gov.in/misc/PAU%20BROUCHURE.pdf,MANAGE homepage lists last date 16-08-2026 and the official brochure states the event date as 18 August 2026 with startup registration link.,Agriculture & Farmers Welfare startup ecosystem,Department of Agriculture & Farmers Welfare,MANAGE-CIA and Punjab Agricultural University,Connect agri-startups with incubators researchers investors and ecosystem partners,Agri-startups|Agripreneurs|Incubators|Investors,Stakeholder connect and partnership opportunity,Agriculture and allied sectors,APPLICATION_CALL|NETWORKING,Agri-startups|Agripreneurs|Researchers,Early|Growth,This is an ecosystem opportunity rather than a grant call.,https://forms.gle/tVKqLr6bpLgtMsgm8
agri_manage_fishhub_punjab_2026,MANAGE-FISHUB-PUNJAB-2026,Fisheries Startup and Aquapreneurship Stakeholders Meet - Punjab 2026,APPLICATION_CALL,https://www.manage.gov.in/default.asp,OPEN,2026-08-15,,,2026-07-22,https://www.manage.gov.in/misc/Brochure-GADVAS-Punjab.pdf,MANAGE homepage lists last date 15 August 2026 and official brochure provides the fisheries startup stakeholder opportunity and registration link.,Agriculture & Farmers Welfare startup ecosystem,Department of Agriculture & Farmers Welfare,MANAGE-FISHub and Guru Angad Dev Veterinary and Animal Sciences University,Connect fisheries startups aquapreneurs and investors for partnerships and visibility,Fisheries startups|Aquapreneurs|Incubators|Investors,Stakeholder connect and partnership opportunity,Fisheries|Aquaculture|Blue economy,APPLICATION_CALL|NETWORKING,Fisheries startups|Aquapreneurs,Early|Growth,Allied-sector opportunity included under agriculture startup intelligence.,https://forms.gle/HvqwauuXjvbsKihC9
agri_manage_fishhub_mp_2026,MANAGE-FISHUB-MP-2026,Fisheries Startup and Aquapreneurship Stakeholders Meet - Madhya Pradesh 2026,APPLICATION_CALL,https://www.manage.gov.in/default.asp,OPEN,2026-08-10,,,2026-07-22,https://www.manage.gov.in/misc/Madhya%20Pradesh-Fisheries%20Startup%20Aquapreneurship%20Stakeholders%20Meet-Brochure.pdf,MANAGE homepage lists last date 10-08-2026 and official brochure describes the fisheries startup stakeholder opportunity.,Agriculture & Farmers Welfare startup ecosystem,Department of Agriculture & Farmers Welfare,MANAGE-FISHub and Nanaji Deshmukh Veterinary Science University,Connect fisheries startups aquapreneurs and innovation ecosystem partners,Fisheries startups|Aquapreneurs|Incubators|Investors,Stakeholder connect and partnership opportunity,Fisheries|Aquaculture|Blue economy,APPLICATION_CALL|NETWORKING,Fisheries startups|Aquapreneurs,Early|Growth,Allied-sector opportunity included under agriculture startup intelligence.,https://forms.gle/m79ZoGAV5vg94JHXA
agri_kshitij_2026,KSHITIJ-2026,KSHITIJ ICAR-CIRCOT Startup Incubation Programme 2026 Call,APPLICATION_CALL,https://circot.icar.gov.in/kshitij-icar-circot-startup-incubation-programme,CLOSED,2026-01-20,,,2026-07-22,https://circot.icar.gov.in/kshitij-icar-circot-startup-incubation-programme,Official ICAR-CIRCOT page states applications were invited from innovators and early-stage startups with last date 20 January 2026.,Agriculture & Farmers Welfare startup ecosystem,Department of Agriculture & Farmers Welfare,ICAR-CIRCOT Agri Business Incubation Centre,Select and incubate farm mechanisation and post-harvest technology startups,Innovators|Entrepreneurs|Early-stage startups,Incubation mentoring and validation,Farm mechanisation|Post-harvest|Digital agriculture,APPLICATION_CALL|INCUBATION,Agri-startups|Innovators,Prototype|MVP,Historical cohort retained for reference; no active application action.
agri_manage_cohort12_2025,MANAGE-COHORT-12-2025,MANAGE-CIA RKVY-RAFTAAR Agri-Startup Incubation Cohort 12,APPLICATION_CALL,https://www.manage.gov.in/managecia/Mentoring_Agri_Starups_Cohort_12.pdf,CLOSED,2025-03-07,,,2026-07-22,https://www.manage.gov.in/managecia/Mentoring_Agri_Starups_Cohort_12.pdf,Official MANAGE publication records Cohort 12 training from 7 February to 7 March 2025 and reports applications and selected incubatees.,Agriculture & Farmers Welfare startup ecosystem,Department of Agriculture & Farmers Welfare,MANAGE-CIA,Train and incubate selected seed pre-seed and student agri-startups,Agri-startups|Student innovators,Incubation training and post-training support,Agriculture and allied sectors,APPLICATION_CALL|INCUBATION,Agri-startups|Student startups,Idea|Seed|Early,Historical cohort retained for reference; no active application action.
agri_apeda_bharati_2025,APEDA-BHARATI-PILOT-2025,APEDA BHARATI Pilot Cohort Application Call,APPLICATION_CALL,https://apeda.gov.in/bharati/Program_Structure.html,CLOSED,,,,2026-07-22,https://apeda.gov.in/bharati/Program_Structure.html,Official APEDA programme structure labels the pilot application window closed and records the September 2025 to June 2026 pilot cohort.,Agriculture & Farmers Welfare startup ecosystem,Department of Commerce,Agricultural and Processed Food Products Export Development Authority (APEDA),Select agri-food and export-enabling startups for the BHARATI pilot cohort,Agri-food startups|FPC startups|Export-enabling technology startups,Application screening acceleration and export enablement,Agri-food exports|Food technology|SPS solutions,APPLICATION_CALL|ACCELERATION,Agri-food startups|FPCs|Innovators,Idea|Validation|Early|Growth,Historical pilot retained for reference; APEDA does not show a current intake deadline on the cited page.
agri_angrau_agriinvo_2025,ANGRAU-AGRIINVO-2025,ANGRAU Poshan 9th Cohort AGRI INVO Startup Agribusiness Incubation Call,APPLICATION_CALL,https://angrau.ac.in/UPLOADS/EventsPDFs/agri_invoa.pdf,CLOSED,2026-01-17,2500000,Official ANGRAU call PDF states seed-stage grant-in-aid up to Rs 25 lakhs and the application deadline.,2026-07-23,https://angrau.ac.in/UPLOADS/EventsPDFs/agri_invoa.pdf,Official ANGRAU POSHAN call PDF states applications opened 15 December 2025 and closed 17 January 2026.,Agriculture & Farmers Welfare startup ecosystem,Department of Agriculture & Farmers Welfare,ANGRAU Poshan Incubator Tirupati,Help MVP-stage agri-startups reach market fit through incubation and seed-stage grant support,Andhra Pradesh agri-startups|Full-time agripreneurs,Seed-stage grant incubation mentoring testing and market support,Agriculture and allied sectors,APPLICATION_CALL|INCUBATION|GRANT_SUPPORT,Agri-startups|MVP ventures,Prototype|Early,Historical Tirupati call retained for reference; no active application action.
agri_angrau_meristems_2025,ANGRAU-MERISTEMS-2025,ANGRAU Poshan 2nd Cohort MERISTEMS Student Agri-Startup Grant Call,APPLICATION_CALL,https://angrau.ac.in/UPLOADS/EventsPDFs/meristems_aa.pdf,CLOSED,2026-01-17,400000,Official ANGRAU call PDF states grant-in-aid up to Rs 4 lakhs for student agri-startups and the application deadline.,2026-07-23,https://angrau.ac.in/UPLOADS/EventsPDFs/meristems_aa.pdf,Official ANGRAU POSHAN call PDF states applications opened 15 December 2025 and closed 17 January 2026.,Agriculture & Farmers Welfare startup ecosystem,Department of Agriculture & Farmers Welfare,ANGRAU Poshan Incubator Tirupati,Help Andhra Pradesh students convert agri ideas or prototypes into startups,Andhra Pradesh student agri-startups|Student innovators,Student grant incubation mentoring training labs and prototyping,Agriculture and allied sectors,APPLICATION_CALL|INCUBATION|GRANT_SUPPORT,Student agri-startups|Student innovators,Idea|Prototype,Historical Tirupati call retained for reference; no active application action.
agri_manage_cohort15_sop_2026,MANAGE-C15-SOP,MANAGE-CIA Cohort 15 Student Orientation Program Call,APPLICATION_CALL,https://www.manage.gov.in/managecia/recentupdatefiles/Cohort-15%20Brochure.pdf,CLOSED,2026-04-15,400000,Official MANAGE Cohort 15 brochure states a maximum student grant-in-aid of Rs 4 lakh after evaluation.,2026-07-23,https://www.manage.gov.in/managecia/recentupdatefiles/Cohort-15%20Brochure.pdf,Official MANAGE homepage listed the Cohort 15 application form with last date 15 April 2026.,Agriculture & Farmers Welfare startup ecosystem,Department of Agriculture & Farmers Welfare,MANAGE-CIA,Help student innovators turn agribusiness ideas into prototypes through orientation and incubation,Students|Student innovators,Orientation mentoring internship and grant support,Agriculture and allied sectors,APPLICATION_CALL|INCUBATION|GRANT_SUPPORT,Student startups|Student innovators,Idea|Pre-seed,Historical MANAGE cohort call retained for reference; no active application action.,https://forms.gle/mnuFrthkvS9q4UVL9
agri_manage_cohort15_aop_2026,MANAGE-C15-AOP,MANAGE-CIA Cohort 15 Agripreneurship Orientation Program Call,APPLICATION_CALL,https://www.manage.gov.in/managecia/recentupdatefiles/Cohort-15%20Brochure.pdf,CLOSED,2026-04-15,500000,Official MANAGE Cohort 15 brochure states idea/pre-seed support up to Rs 5 lakh after evaluation.,2026-07-23,https://www.manage.gov.in/managecia/recentupdatefiles/Cohort-15%20Brochure.pdf,Official MANAGE homepage listed the Cohort 15 application form with last date 15 April 2026.,Agriculture & Farmers Welfare startup ecosystem,Department of Agriculture & Farmers Welfare,MANAGE-CIA,Prepare agripreneurs to validate innovative agribusiness ideas through orientation and mentoring,Pre-seed agripreneurs|Innovators,Orientation mentoring internship and idea/pre-seed grant support,Agriculture and allied sectors,APPLICATION_CALL|INCUBATION|GRANT_SUPPORT,Agri-startups|Agripreneurs,Idea|Pre-seed,Historical MANAGE cohort call retained for reference; no active application action.,https://forms.gle/mnuFrthkvS9q4UVL9
agri_manage_cohort15_saip_2026,MANAGE-C15-SAIP,MANAGE-CIA Cohort 15 Startup Agribusiness Incubation Program Call,APPLICATION_CALL,https://www.manage.gov.in/managecia/recentupdatefiles/Cohort-15%20Brochure.pdf,CLOSED,2026-04-15,2500000,Official MANAGE Cohort 15 brochure states seed-stage grant support up to Rs 25 lakh for eligible MVP-stage startups.,2026-07-23,https://www.manage.gov.in/managecia/recentupdatefiles/Cohort-15%20Brochure.pdf,Official MANAGE homepage listed the Cohort 15 application form with last date 15 April 2026.,Agriculture & Farmers Welfare startup ecosystem,Department of Agriculture & Farmers Welfare,MANAGE-CIA,Help MVP-stage agri-startups commercialize and scale through structured incubation,Registered Indian startups|MVP ventures,Incubation mentoring testing and seed-stage grant support,Agriculture and allied sectors,APPLICATION_CALL|INCUBATION|GRANT_SUPPORT,Agri-startups|MVP ventures,Prototype|Early,Historical MANAGE cohort call retained for reference; no active application action.,https://forms.gle/mnuFrthkvS9q4UVL9
agri_manage_agri_eureka_2024,MANAGE-AGRI-EUREKA-2024,MANAGE Agri-Eureka 2024 National Agri-Innovation and Business Plan Challenge,CHALLENGE,https://www.manage.gov.in/managecia/rkvy/Eureka/MANAGE%20Agri-Eureka%202024-Brochure.pdf,CLOSED,2024-06-25,400000,Official MANAGE Agri-Eureka 2024 brochure states up to Rs 4 lakh technical and financial support for four student innovators.,2026-07-23,https://www.manage.gov.in/managecia/rkvy/Eureka/MANAGE%20Agri-Eureka%202024-Brochure.pdf,Official MANAGE brochure states applications ran from 26 March 2024 to 25 June 2024.,Agriculture & Farmers Welfare startup ecosystem,Department of Agriculture & Farmers Welfare,MANAGE-CIA,Identify and mentor innovative agriculture and allied-sector ideas through a national business-plan challenge,Students|Innovators|Early-stage startup founders,Competition mentoring incubation preference and potential grant support,Agriculture and allied sectors,CHALLENGE|COMPETITION|INCUBATION,Agri-startups|Innovators|Students,Idea|Prototype|Early,Historical MANAGE challenge retained for reference; funding was subject to evaluation.,
agri_manage_agri_eureka_2025,MANAGE-AGRI-EUREKA-2025,MANAGE Agri-Eureka 2025 National Agri-Innovation and Business Plan Challenge,CHALLENGE,https://www.manage.gov.in/managecia/rkvy/Eureka/Brochure_21March2025.pdf,CLOSED,2025-05-25,,Official MANAGE Agri-Eureka 2025 brochure states the application deadline and later mentoring/incubation eligibility.,2026-07-23,https://www.manage.gov.in/managecia/rkvy/Eureka/Brochure_21March2025.pdf,Official MANAGE brochure states the call launched 21 March 2025 and closed 25 May 2025.,Agriculture & Farmers Welfare startup ecosystem,Department of Agriculture & Farmers Welfare,MANAGE-CIA,Invite cross-sector innovators and ideators to submit agriculture and allied-sector business ideas,Innovators|Ideators|Agri-startups,Challenge screening mentoring incubation and grant eligibility,Agriculture and allied sectors,CHALLENGE|COMPETITION|INCUBATION,Agri-startups|Innovators|Students,Idea|Prototype|Early,Historical MANAGE challenge retained for reference; no active application action.,
agri_pdkv_agritech_hackathon_2026,PDKV-AGRITECH-HACKATHON-2026,PDKV-RIF Agri-Tech Hackathon 2026,CHALLENGE,https://pdkvrif.com/,CLOSED,2026-06-24,,Official PDKV-RIF homepage states the Agri-Tech Hackathon 2026 application deadline of 24 June 2026.,2026-07-23,https://pdkvrif.com/resources/AgriTech_Hackathon_2026_PDKV-RIF_Akola_Revised_3.pdf,Official PDKV-RIF homepage identifies the challenge and its last date for application.,Agriculture & Farmers Welfare startup ecosystem,Department of Agriculture & Farmers Welfare,PDKV Research and Incubation Foundation Akola,Encourage youth in agriculture and engineering to develop new frugal agricultural solutions,Students|Agriculture graduates|Innovators,Challenge cash prizes and startup ecosystem exposure,Agriculture|Agri-engineering|Farm mechanization,CHALLENGE|COMPETITION,Students|Innovators|Agri-startups,Idea|Prototype,Historical PDKV challenge retained for reference; prize amounts require the official challenge PDF.,
agri_manage_digital_marketing_2026,MANAGE-DIGITAL-MARKETING-IX-2026,MANAGE Digital Marketing Skills for Agri-Startups Ninth Batch,APPLICATION_CALL,https://www.manage.gov.in/managecia/DigitalMarketingSkills.aspx,OPEN,2026-08-20,,Official MANAGE homepage lists the 20 August 2026 registration deadline; the programme page confirms the agri-startup training offering.,2026-07-23,https://www.manage.gov.in/managecia/DigitalMarketingSkills.aspx,Official MANAGE homepage lists the ninth batch with last date 20 August 2026 and the programme page provides the application link.,Agriculture & Farmers Welfare startup ecosystem,Department of Agriculture & Farmers Welfare,MANAGE-CIA,Equip early-stage agri-startups and agripreneurs with practical digital marketing skills,Early-stage agri-startups|Agripreneurs|Startup mentors,Ten-day paid digital marketing training and one-to-one handholding,Agriculture and allied sectors,APPLICATION_CALL|CAPACITY_BUILDING,Agri-startups|Agripreneurs|Mentors,Idea|Prototype|Early,This is a paid capacity-building opportunity rather than a grant call; fee is stated on the official programme page.,https://forms.gle/De2QhETfYPCPmCceA
