bundle_id,lane,priority,risk_score,bundle_title,recommended_action,rationale,child_record_count,source_evidence_weight,families,entity_types,allow_batch_all,reversible,requires_individual_child_selection,publication_eligible,apply_action_allowed,database_action,publication_action
meitybundle_977deccac545218f5677,AUTO_RESOLVED,MEDIUM,15,Supporting documents — g20_dia_brochure%20(1).pdf — BROCHURE,ACCEPT_SUPPORTING_DOCUMENT_LINKS,"Documents are retained as evidence and cannot create programme, call or Apply identities.",1,1,g20_dia_brochure%20(1).pdf,UNRESOLVED_NON_CALL,True,True,False,False,False,NONE,NONE
meitybundle_b5b41f289f564c3420a6,AUTO_RESOLVED,LOW,4,Supporting documents — SAMRIDH — CALL_DOCUMENT,ACCEPT_SUPPORTING_DOCUMENT_LINKS,"Documents are retained as evidence and cannot create programme, call or Apply identities.",3,3,SAMRIDH,ACCELERATOR_COHORT,True,True,False,False,False,NONE,NONE
meitybundle_ca645f1b81440da8c768,AUTO_RESOLVED,MEDIUM,15,Supporting documents — logoguidelines.pdf — PROGRAMME_GUIDELINE,ACCEPT_SUPPORTING_DOCUMENT_LINKS,"Documents are retained as evidence and cannot create programme, call or Apply identities.",1,1,logoguidelines.pdf,UNRESOLVED_NON_CALL,True,True,False,False,False,NONE,NONE
meitybundle_8d6e26073d9f888f4a28,AUTO_RESOLVED,MEDIUM,15,Supporting documents — Investment Playbook For Startup Incubators Final — RESULT_NOTICE,ACCEPT_SUPPORTING_DOCUMENT_LINKS,"Documents are retained as evidence and cannot create programme, call or Apply identities.",1,1,Investment Playbook For Startup Incubators Final,RESULT_ANNOUNCEMENT,True,True,False,False,False,NONE,NONE
meitybundle_616b4521c9328a46b58f,AUTO_RESOLVED,MEDIUM,15,Supporting documents — List Of Selected Startups In Xr Program — SELECTED_STARTUPS_LIST,ACCEPT_SUPPORTING_DOCUMENT_LINKS,"Documents are retained as evidence and cannot create programme, call or Apply identities.",1,1,List Of Selected Startups In Xr Program,RESULT_ANNOUNCEMENT,True,True,False,False,False,NONE,NONE
meitybundle_22d99fa605d6d44129a4,AUTO_RESOLVED,MEDIUM,15,Supporting documents — 842D78Cb C09E 4002 Afe8 690A435703F7 — SUPPORTING_EVIDENCE,ACCEPT_SUPPORTING_DOCUMENT_LINKS,"Documents are retained as evidence and cannot create programme, call or Apply identities.",1,1,842D78Cb C09E 4002 Afe8 690A435703F7,UNRESOLVED_NON_CALL,True,True,False,False,False,NONE,NONE
meitybundle_d3e2b46baac2544eab77,AUTO_RESOLVED,MEDIUM,15,Supporting documents — A0Faffb5 Ffd9 4448 A936 1936143Bd8A3 — SUPPORTING_EVIDENCE,ACCEPT_SUPPORTING_DOCUMENT_LINKS,"Documents are retained as evidence and cannot create programme, call or Apply identities.",1,1,A0Faffb5 Ffd9 4448 A936 1936143Bd8A3,UNRESOLVED_NON_CALL,True,True,False,False,False,NONE,NONE
meitybundle_48f13d1c81d710e7a146,AUTO_RESOLVED,LOW,0,Supporting documents — BHUMI – BSF Border Security Hackathon — SUPPORTING_EVIDENCE,ACCEPT_SUPPORTING_DOCUMENT_LINKS,"Documents are retained as evidence and cannot create programme, call or Apply identities.",1,1,BHUMI – BSF Border Security Hackathon,PERMANENT_PROGRAMME,True,True,False,False,False,NONE,NONE
meitybundle_4ab55274a947e3b5af56,AUTO_RESOLVED,LOW,0,Supporting documents — DRISHTI – SSB Grand Challenge on Strengthening Border Security — SUPPORTING_EVIDENCE,ACCEPT_SUPPORTING_DOCUMENT_LINKS,"Documents are retained as evidence and cannot create programme, call or Apply identities.",1,1,DRISHTI – SSB Grand Challenge on Strengthening Border Security,PERMANENT_PROGRAMME,True,True,False,False,False,NONE,NONE
meitybundle_490b82697152f1ac7aed,AUTO_RESOLVED,MEDIUM,15,Supporting documents — G 20 Dia Summit 2023 Exhibitor Manual — SUPPORTING_EVIDENCE,ACCEPT_SUPPORTING_DOCUMENT_LINKS,"Documents are retained as evidence and cannot create programme, call or Apply identities.",1,1,G 20 Dia Summit 2023 Exhibitor Manual,EVENT_OR_CONFERENCE,True,True,False,False,False,NONE,NONE
meitybundle_a2bfc2e037f097ca6842,AUTO_RESOLVED,MEDIUM,15,Supporting documents — G20 Dia Floorplan — SUPPORTING_EVIDENCE,ACCEPT_SUPPORTING_DOCUMENT_LINKS,"Documents are retained as evidence and cannot create programme, call or Apply identities.",1,1,G20 Dia Floorplan,UNRESOLVED_NON_CALL,True,True,False,False,False,NONE,NONE
meitybundle_753ef31006c2da0901d8,AUTO_RESOLVED,LOW,9,Supporting documents — GENESIS — SUPPORTING_EVIDENCE,ACCEPT_SUPPORTING_DOCUMENT_LINKS,"Documents are retained as evidence and cannot create programme, call or Apply identities.",3,3,GENESIS,ACCELERATOR_PROGRAMME;PERMANENT_SCHEME,True,True,False,False,False,NONE,NONE
meitybundle_cba901e7d83b1f1861ff,AUTO_RESOLVED,LOW,0,Supporting documents — Iftech Reportfinal Closure — SUPPORTING_EVIDENCE,ACCEPT_SUPPORTING_DOCUMENT_LINKS,"Documents are retained as evidence and cannot create programme, call or Apply identities.",1,1,Iftech Reportfinal Closure,PERMANENT_PROGRAMME,True,True,False,False,False,NONE,NONE
meitybundle_64cc293026f035893573,AUTO_RESOLVED,LOW,4,Supporting documents — Ihmcl — SUPPORTING_EVIDENCE,ACCEPT_SUPPORTING_DOCUMENT_LINKS,"Documents are retained as evidence and cannot create programme, call or Apply identities.",1,1,Ihmcl,PERMANENT_PROGRAMME,True,True,False,False,False,NONE,NONE
meitybundle_48618def3d5f2d3fa30b,AUTO_RESOLVED,LOW,0,Supporting documents — Investment Playbook For Startup Incubators Final — SUPPORTING_EVIDENCE,ACCEPT_SUPPORTING_DOCUMENT_LINKS,"Documents are retained as evidence and cannot create programme, call or Apply identities.",4,4,Investment Playbook For Startup Incubators Final,INCUBATION_PROGRAMME,True,True,False,False,False,NONE,NONE
meitybundle_a2880e7345d63f5657ad,AUTO_RESOLVED,LOW,0,Supporting documents — SAMRIDH — SUPPORTING_EVIDENCE,ACCEPT_SUPPORTING_DOCUMENT_LINKS,"Documents are retained as evidence and cannot create programme, call or Apply identities.",3,3,SAMRIDH,INCUBATION_PROGRAMME;PERMANENT_SCHEME,True,True,False,False,False,NONE,NONE
meitybundle_6a7c1ed9554d8a8d062a,AUTO_RESOLVED,LOW,9,Supporting documents — SASACT — SUPPORTING_EVIDENCE,ACCEPT_SUPPORTING_DOCUMENT_LINKS,"Documents are retained as evidence and cannot create programme, call or Apply identities.",2,2,SASACT,INCUBATION_PROGRAMME;PERMANENT_SCHEME,True,True,False,False,False,NONE,NONE
meitybundle_795e1efb570f86908a04,AUTO_RESOLVED,LOW,0,Supporting documents — TIDE 2.0 — SUPPORTING_EVIDENCE,ACCEPT_SUPPORTING_DOCUMENT_LINKS,"Documents are retained as evidence and cannot create programme, call or Apply identities.",2,2,TIDE 2.0,INCUBATION_PROGRAMME;PERMANENT_SCHEME,True,True,False,False,False,NONE,NONE
meitybundle_c0acc8f643ebd6180686,AUTO_RESOLVED,MEDIUM,15,Supporting documents — Vivatech 2023 Report — SUPPORTING_EVIDENCE,ACCEPT_SUPPORTING_DOCUMENT_LINKS,"Documents are retained as evidence and cannot create programme, call or Apply identities.",1,1,Vivatech 2023 Report,EVENT_OR_CONFERENCE,True,True,False,False,False,NONE,NONE
meitybundle_55bf6cce26b083712750,AUTO_RESOLVED,LOW,0,Supporting documents — XR Startup Program — SUPPORTING_EVIDENCE,ACCEPT_SUPPORTING_DOCUMENT_LINKS,"Documents are retained as evidence and cannot create programme, call or Apply identities.",1,1,XR Startup Program,PERMANENT_PROGRAMME,True,True,False,False,False,NONE,NONE
meitybundle_605853d55bf91967e4ca,AUTO_RESOLVED,LOW,0,Supporting documents — brussels%20rd%20incentive%20guide.pdf — SUPPORTING_EVIDENCE,ACCEPT_SUPPORTING_DOCUMENT_LINKS,"Documents are retained as evidence and cannot create programme, call or Apply identities.",1,1,brussels%20rd%20incentive%20guide.pdf,PERMANENT_PROGRAMME,True,True,False,False,False,NONE,NONE
meitybundle_d7c6c2f26619f49a8f74,AUTO_RESOLVED,MEDIUM,15,Supporting documents — g-20-dia-summit-2023-exhibitor-manual.pdf — SUPPORTING_EVIDENCE,ACCEPT_SUPPORTING_DOCUMENT_LINKS,"Documents are retained as evidence and cannot create programme, call or Apply identities.",1,1,g-20-dia-summit-2023-exhibitor-manual.pdf,EVENT_OR_CONFERENCE,True,True,False,False,False,NONE,NONE
meitybundle_be1c738ca9ba1de12e54,AUTO_RESOLVED,LOW,0,Supporting documents — g20-dia-agenda-2.pdf — SUPPORTING_EVIDENCE,ACCEPT_SUPPORTING_DOCUMENT_LINKS,"Documents are retained as evidence and cannot create programme, call or Apply identities.",1,1,g20-dia-agenda-2.pdf,PERMANENT_PROGRAMME,True,True,False,False,False,NONE,NONE
meitybundle_a27a8bf768f56a90e771,AUTO_RESOLVED,MEDIUM,15,Supporting documents — g20_dia_floorplan.pdf — SUPPORTING_EVIDENCE,ACCEPT_SUPPORTING_DOCUMENT_LINKS,"Documents are retained as evidence and cannot create programme, call or Apply identities.",1,1,g20_dia_floorplan.pdf,UNRESOLVED_NON_CALL,True,True,False,False,False,NONE,NONE
meitybundle_f1a369ab91c2b43535e9,AUTO_RESOLVED,MEDIUM,15,Supporting documents — g20_dia_summit_2023_exhibitor_directory_v3.pdf — SUPPORTING_EVIDENCE,ACCEPT_SUPPORTING_DOCUMENT_LINKS,"Documents are retained as evidence and cannot create programme, call or Apply identities.",1,1,g20_dia_summit_2023_exhibitor_directory_v3.pdf,EVENT_OR_CONFERENCE,True,True,False,False,False,NONE,NONE
meitybundle_1726d358a7c44d50f901,AUTO_RESOLVED,LOW,0,Supporting documents — iftech-reportfinal_closure.pdf — SUPPORTING_EVIDENCE,ACCEPT_SUPPORTING_DOCUMENT_LINKS,"Documents are retained as evidence and cannot create programme, call or Apply identities.",1,1,iftech-reportfinal_closure.pdf,PERMANENT_PROGRAMME,True,True,False,False,False,NONE,NONE
meitybundle_e4232c1fc31984433408,AUTO_RESOLVED,LOW,0,Supporting documents — ihmcl.pdf — SUPPORTING_EVIDENCE,ACCEPT_SUPPORTING_DOCUMENT_LINKS,"Documents are retained as evidence and cannot create programme, call or Apply identities.",1,1,ihmcl.pdf,PERMANENT_PROGRAMME,True,True,False,False,False,NONE,NONE
meitybundle_7a3a76ee608a1fb7cc06,AUTO_RESOLVED,LOW,0,Supporting documents — investment%20landscape%20in%20brussels.pdf — SUPPORTING_EVIDENCE,ACCEPT_SUPPORTING_DOCUMENT_LINKS,"Documents are retained as evidence and cannot create programme, call or Apply identities.",1,1,investment%20landscape%20in%20brussels.pdf,PERMANENT_PROGRAMME,True,True,False,False,False,NONE,NONE
meitybundle_10c3f1923946e217f642,AUTO_RESOLVED,LOW,0,Supporting documents — navigating%20work%20permits%20in%20brussels.pdf — SUPPORTING_EVIDENCE,ACCEPT_SUPPORTING_DOCUMENT_LINKS,"Documents are retained as evidence and cannot create programme, call or Apply identities.",1,1,navigating%20work%20permits%20in%20brussels.pdf,PERMANENT_PROGRAMME,True,True,False,False,False,NONE,NONE
meitybundle_6329a9c47f620f71faf0,AUTO_RESOLVED,MEDIUM,15,Supporting documents — risingaboveuncertainty-the2022sagaofindiantechstart-ups_0.pdf — SUPPORTING_EVIDENCE,ACCEPT_SUPPORTING_DOCUMENT_LINKS,"Documents are retained as evidence and cannot create programme, call or Apply identities.",1,1,risingaboveuncertainty-the2022sagaofindiantechstart-ups_0.pdf,UNRESOLVED_NON_CALL,True,True,False,False,False,NONE,NONE
meitybundle_ad0d739c4a594185e3a9,AUTO_RESOLVED,LOW,0,Supporting documents — stay%20coprorate%20connected.pdf — SUPPORTING_EVIDENCE,ACCEPT_SUPPORTING_DOCUMENT_LINKS,"Documents are retained as evidence and cannot create programme, call or Apply identities.",1,1,stay%20coprorate%20connected.pdf,PERMANENT_PROGRAMME,True,True,False,False,False,NONE,NONE
meitybundle_cb54862a0715542d0371,AUTO_RESOLVED,LOW,0,Supporting documents — tide_success_story.pdf — SUPPORTING_EVIDENCE,ACCEPT_SUPPORTING_DOCUMENT_LINKS,"Documents are retained as evidence and cannot create programme, call or Apply identities.",1,1,tide_success_story.pdf,PERMANENT_SCHEME,True,True,False,False,False,NONE,NONE
meitybundle_99287b4c2906814df569,AUTO_RESOLVED,LOW,0,Supporting documents — vc%20playbook%2094%20(digital)_compressed%20(1).pdf — SUPPORTING_EVIDENCE,ACCEPT_SUPPORTING_DOCUMENT_LINKS,"Documents are retained as evidence and cannot create programme, call or Apply identities.",1,1,vc%20playbook%2094%20(digital)_compressed%20(1).pdf,PERMANENT_PROGRAMME,True,True,False,False,False,NONE,NONE
meitybundle_b41d896590ca711aa135,AUTO_RESOLVED,MEDIUM,15,Supporting documents — vivatech_2023_report.pdf — SUPPORTING_EVIDENCE,ACCEPT_SUPPORTING_DOCUMENT_LINKS,"Documents are retained as evidence and cannot create programme, call or Apply identities.",1,1,vivatech_2023_report.pdf,EVENT_OR_CONFERENCE,True,True,False,False,False,NONE,NONE
meitybundle_6bb92d2736285332d029,AUTO_RESOLVED,LOW,0,Supporting documents — why%20brussels.pdf — SUPPORTING_EVIDENCE,ACCEPT_SUPPORTING_DOCUMENT_LINKS,"Documents are retained as evidence and cannot create programme, call or Apply identities.",1,1,why%20brussels.pdf,PERMANENT_PROGRAMME,True,True,False,False,False,NONE,NONE
meitybundle_8df7764da3bdc9f14c8c,AUTO_RESOLVED,HIGH,44,Non-catalogue events/evidence — EVENT_OR_CONFERENCE,EXCLUDE_NON_CATALOGUE_EVENT_GROUP,"Conference, summit, expo, message, navigation and similar records are non-catalogue evidence and are auto-resolved.",16,16,Conference;Exhibition;G20 DIA EXPO;G20Diaoverview;GENESIS;SAMRIDH;The Summit;Vivatech;Welcome to the G20 Digital Innovation Alliance Summit!,EVENT_OR_CONFERENCE,True,True,False,False,False,NONE,NONE
meitybundle_e061ba2bf0d254ec1c55,AUTO_RESOLVED,HIGH,44,Non-catalogue events/evidence — ORGANISATION_PROFILE,EXCLUDE_NON_CATALOGUE_EVENT_GROUP,"Conference, summit, expo, message, navigation and similar records are non-catalogue evidence and are auto-resolved.",6,6,GENESIS,ORGANISATION_PROFILE,True,True,False,False,False,NONE,NONE
meitybundle_cb31bd200f096f3aadf1,AUTO_RESOLVED,LOW,4,Non-catalogue events/evidence — PERMANENT_PROGRAMME,EXCLUDE_NON_CATALOGUE_EVENT_GROUP,"Conference, summit, expo, message, navigation and similar records are non-catalogue evidence and are auto-resolved.",2,2,Brussels;Vivatech,PERMANENT_PROGRAMME,True,True,False,False,False,NONE,NONE
meitybundle_19693ae5702248637e3f,AUTO_RESOLVED,MEDIUM,19,Non-catalogue events/evidence — UNRESOLVED_NON_CALL,EXCLUDE_NON_CATALOGUE_EVENT_GROUP,"Conference, summit, expo, message, navigation and similar records are non-catalogue evidence and are auto-resolved.",4,4,"G20Diaoverview;Offerings;The Ministry of Electronics and Information Technology (MeitY) launched MeitY Mitra, India’s first-ever AI chatbot integrated into a government website, enhancing accessibility and user support.;The Summit",UNRESOLVED_NON_CALL,True,True,False,False,False,NONE,NONE
