master_id,scheme_name,original_sectors,primary_sector,secondary_sectors,all_sectors,confidence,method,review_required,evidence_summary,scored_candidates,fetched_urls,fetch_notes,llm_used,llm_note
b1_1259aff904001b93e80c,myScheme,"[""Digital Technology & Software""]",Digital Technology & Software,[],"[""Digital Technology & Software""]",0.97,EXISTING_SECTOR_CONFIRMED,False,"sector: software, digital technology; ministry: information technology","{""Digital Technology & Software"": 9.0, ""Electronics & Semiconductors"": 3.5}","[""https://www.myscheme.gov.in/""]","[""https://www.myscheme.gov.in/::HTTP_200""]",False,LM_NOT_REQUESTED
b1_98664c06a5f9d1eee056,Distressed Assets Fund.Pdf,"[""Cross-sector MSME & Startup Finance""]",Cross-sector MSME & Startup Finance,[],"[""Cross-sector MSME & Startup Finance""]",0.75,CROSS_SECTOR_FALLBACK,False,broad financial instrument without an industry restriction,{},"[""https://champions.gov.in/Docs/Distressed Assets Fund.pdf""]","[""https://champions.gov.in/Docs/Distressed Assets Fund.pdf::PDF_NOT_PARSED""]",False,LM_NOT_REQUESTED
b1_a4ddb9b174444c0cb2a3,Msme Launches Another Funding Scheme To Help The Distressed Msme Sector.Pdf,"[""Cross-sector MSME & Startup Finance""]",Cross-sector MSME & Startup Finance,[],"[""Cross-sector MSME & Startup Finance""]",0.75,CROSS_SECTOR_FALLBACK,False,broad financial instrument without an industry restriction,{},"[""https://champions.gov.in/Docs/MSME launches another funding scheme to help the distressed MSME sector.pdf""]","[""https://champions.gov.in/Docs/MSME launches another funding scheme to help the distressed MSME sector.pdf::PDF_NOT_PARSED""]",False,LM_NOT_REQUESTED
b1_5a9643aad62a6ba1e2e0,Flipbookenglishschemebooklet.Pdf,"[""Sector Agnostic / Multi-sector""]",Cross-sector Innovation & Entrepreneurship,[],"[""Cross-sector Innovation & Entrepreneurship""]",0.937,DETERMINISTIC_EVIDENCE,False,"sector: sector agnostic, multi-sector","{""Cross-sector Innovation & Entrepreneurship"": 8.0}","[""https://msme.gov.in/sites/default/files/FlipbookEnglishSchemeBooklet.pdf""]","[""https://msme.gov.in/sites/default/files/FlipbookEnglishSchemeBooklet.pdf::FETCH_ERROR:HTTPError""]",False,LM_NOT_REQUESTED
b1_c2e9280b037e84eb773b,NTSC Aligarh | NSIC Technical Services Centres | NTSC |TIC | LBI | testing laboratories accredited by NABL / BIS | NSIC Services | NSIC - NSIC : National Small Industries Corporati,"[""Sector Agnostic / Multi-sector"", ""Robotics & Automation""]",Robotics & Automation,[],"[""Robotics & Automation""]",0.95,SECTOR_CONFLICT_REVIEW,True,"sector: robotics, robot, automation; official_page_text: robotics, robot; original sector conflicted: Sector Agnostic / Multi-sector","{""Robotics & Automation"": 17.0, ""Sector Agnostic / Multi-sector"": 8.5, ""Cross-sector Innovation & Entrepreneurship"": 8.0, ""Digital Technology & Software"": 2.5}","[""https://www.nsic.co.in/NTSC/Aligarh""]","[""https://www.nsic.co.in/NTSC/Aligarh::HTTP_200""]",False,LM_NOT_REQUESTED
b1_ecffdf887de65cf27442,NTSC Chennai | NSIC Technical Services Centres | NTSC |TIC | LBI | testing laboratories accredited by NABL / BIS | NSIC Services | NSIC - NSIC : National Small Industries Corporati,"[""Sector Agnostic / Multi-sector""]",Sector Agnostic / Multi-sector,[],"[""Sector Agnostic / Multi-sector""]",0.887,EXISTING_SECTOR_CONFIRMED,False,scheme_name: all industries; source: all industries; official_page_text: all industries,"{""Sector Agnostic / Multi-sector"": 8.5, ""Cross-sector Innovation & Entrepreneurship"": 8.0}","[""https://www.nsic.co.in/NTSC/Chennai""]","[""https://www.nsic.co.in/NTSC/Chennai::HTTP_200""]",False,LM_NOT_REQUESTED
b1_792f62c29d5374694d71,"NTSC Neemka, Faridabad | NSIC Technical Services Centres | NTSC |TIC | LBI | testing laboratories accredited by NABL / BIS | NSIC Services | NSIC - NSIC : National Small Industries","[""Sector Agnostic / Multi-sector"", ""Robotics & Automation""]",Robotics & Automation,[],"[""Robotics & Automation""]",0.95,SECTOR_CONFLICT_REVIEW,True,"sector: robotics, robot, automation; official_page_text: robotics, robot, automation, industrial automation; original sector conflicted: Sector Agnostic / Multi-sector","{""Robotics & Automation"": 19.5, ""Sector Agnostic / Multi-sector"": 8.5, ""Cross-sector Innovation & Entrepreneurship"": 8.0, ""Electronics & Semiconductors"": 2.5, ""Social Impact & Rural Innovation"": 2.5}","[""https://www.nsic.co.in/NTSC/Faridabad""]","[""https://www.nsic.co.in/NTSC/Faridabad::HTTP_200""]",False,LM_NOT_REQUESTED
b1_f58742201a34325794e5,"NTSC Howrah, West Bengal | NSIC Technical Services Centres | NTSC |TIC | LBI | testing laboratories accredited by NABL / BIS | NSIC Services | NSIC - NSIC : National Small Industri","[""Cross-sector Innovation & Entrepreneurship""]",Cross-sector Innovation & Entrepreneurship,[],"[""Cross-sector Innovation & Entrepreneurship""]",0.783,CROSS_SECTOR_FALLBACK,False,broad innovation/entrepreneurship support without an industry restriction,"{""Sector Agnostic / Multi-sector"": 3.5}","[""https://www.nsic.co.in/NTSC/Howrah""]","[""https://www.nsic.co.in/NTSC/Howrah::HTTP_200""]",False,LM_NOT_REQUESTED
b1_e29a386a8de323617ac8,"NTSC Hyderabad, Telangana | NSIC Technical Services Centres | NTSC |TIC | LBI | testing laboratories accredited by NABL / BIS | NSIC Services | NSIC - NSIC : National Small Industr","[""Digital Technology & Software""]",Digital Technology & Software,[],"[""Digital Technology & Software""]",0.97,EXISTING_SECTOR_CONFIRMED,False,"sector: software, digital technology; official_page_text: software, information technology","{""Digital Technology & Software"": 13.0, ""Sector Agnostic / Multi-sector"": 3.5, ""Electronics & Semiconductors"": 2.5}","[""https://www.nsic.co.in/NTSC/Hyderabad""]","[""https://www.nsic.co.in/NTSC/Hyderabad::HTTP_200""]",False,LM_NOT_REQUESTED
b1_9647c41fe292f05075fe,Material Testing Labs | NSIC Technical Services Centres | NTSC |TIC | LBI | testing laboratories accredited by NABL / BIS | NSIC Services | NSIC - NSIC : National Small Industries,"[""Sector Agnostic / Multi-sector""]",Sector Agnostic / Multi-sector,[],"[""Sector Agnostic / Multi-sector""]",0.887,EXISTING_SECTOR_CONFIRMED,False,scheme_name: all industries; source: all industries; official_page_text: all industries,"{""Sector Agnostic / Multi-sector"": 8.5, ""Cross-sector Innovation & Entrepreneurship"": 8.0, ""Automotive & Mobility"": 2.5}","[""https://www.nsic.co.in/NTSC/MaterialTestingLabs""]","[""https://www.nsic.co.in/NTSC/MaterialTestingLabs::HTTP_200""]",False,LM_NOT_REQUESTED
b1_adcc80ebc251c5699fd3,"NTSC Okhla, New Delhi | NSIC Technical Services Centres | NTSC |TIC | LBI | testing laboratories accredited by NABL / BIS | NSIC Services | NSIC - NSIC : National Small Industries","[""Sector Agnostic / Multi-sector"", ""Digital Technology & Software""]",Digital Technology & Software,[],"[""Digital Technology & Software""]",0.95,SECTOR_CONFLICT_REVIEW,True,"sector: software, digital technology; official_page_text: software, information technology; original sector conflicted: Sector Agnostic / Multi-sector","{""Digital Technology & Software"": 13.0, ""Sector Agnostic / Multi-sector"": 8.5, ""Cross-sector Innovation & Entrepreneurship"": 8.0, ""Electronics & Semiconductors"": 2.5, ""Manufacturing & Industry 4.0"": 2.5, ""Media, Gaming & Creative Industries"": 2.5, ""Renewable Energy & Energy Storage"": 2.5, ""Textiles, Apparel & Handicrafts"": 2.5}","[""https://www.nsic.co.in/NTSC/Okhla""]","[""https://www.nsic.co.in/NTSC/Okhla::HTTP_200""]",False,LM_NOT_REQUESTED
b1_59487b4496e888df24a8,"NTSC Rajkot, Gujarat | NSIC Technical Services Centres | NTSC |TIC | LBI | testing laboratories accredited by NABL / BIS | NSIC Services | NSIC - NSIC : National Small Industries C","[""Sector Agnostic / Multi-sector""]",Sector Agnostic / Multi-sector,[],"[""Sector Agnostic / Multi-sector""]",0.887,EXISTING_SECTOR_CONFIRMED,False,scheme_name: all industries; source: all industries; official_page_text: all industries,"{""Sector Agnostic / Multi-sector"": 8.5, ""Cross-sector Innovation & Entrepreneurship"": 8.0, ""Renewable Energy & Energy Storage"": 2.5}","[""https://www.nsic.co.in/NTSC/Rajkot""]","[""https://www.nsic.co.in/NTSC/Rajkot::HTTP_200""]",False,LM_NOT_REQUESTED
b1_3de6025f3c9464f01990,"NTSC Rajpura, Punjab |NSIC Technical Services Centres | NTSC |TIC | LBI | testing laboratories accredited by NABL / BIS | NSIC Services | NSIC - NSIC : National Small Industries Co","[""Sector Agnostic / Multi-sector""]",Sector Agnostic / Multi-sector,[],"[""Sector Agnostic / Multi-sector""]",0.887,EXISTING_SECTOR_CONFIRMED,False,scheme_name: all industries; source: all industries; official_page_text: all industries,"{""Sector Agnostic / Multi-sector"": 8.5, ""Cross-sector Innovation & Entrepreneurship"": 8.0}","[""https://www.nsic.co.in/NTSC/Rajpura""]","[""https://www.nsic.co.in/NTSC/Rajpura::HTTP_200""]",False,LM_NOT_REQUESTED
b1_ee767f73e3c7dc192c82,Angel And Venture Funding.Html,"[""Cross-sector MSME & Startup Finance""]",Cross-sector MSME & Startup Finance,[],"[""Cross-sector MSME & Startup Finance""]",0.877,EXISTING_SECTOR_CONFIRMED,False,scheme_name: venture fund,"{""Cross-sector MSME & Startup Finance"": 5.0}","[""https://www.startupindia.gov.in/content/sih/en/compendium_of_good_practices/angel_and_venture_funding.html""]","[""https://www.startupindia.gov.in/content/sih/en/compendium_of_good_practices/angel_and_venture_funding.html::FETCH_ERROR:HTTPError""]",False,LM_NOT_REQUESTED
b1_08b10de5b708d93fcf97,Incubationsupport.Html,"[""Cross-sector Innovation & Entrepreneurship""]",Cross-sector Innovation & Entrepreneurship,[],"[""Cross-sector Innovation & Entrepreneurship""]",0.75,CROSS_SECTOR_FALLBACK,False,scheme_type: incubation support; broad innovation/entrepreneurship support without an industry restriction,"{""Cross-sector Innovation & Entrepreneurship"": 1.0}","[""https://www.startupindia.gov.in/content/sih/en/compendium_of_good_practices/incubationsupport.html""]","[""https://www.startupindia.gov.in/content/sih/en/compendium_of_good_practices/incubationsupport.html::FETCH_ERROR:HTTPError""]",False,LM_NOT_REQUESTED
b1_3384419c8227bfb23274,Seedfundingsupport.Html,"[""Cross-sector MSME & Startup Finance""]",Cross-sector MSME & Startup Finance,[],"[""Cross-sector MSME & Startup Finance""]",0.75,CROSS_SECTOR_FALLBACK,False,broad financial instrument without an industry restriction,{},"[""https://www.startupindia.gov.in/content/sih/en/compendium_of_good_practices/seedfundingsupport.html""]","[""https://www.startupindia.gov.in/content/sih/en/compendium_of_good_practices/seedfundingsupport.html::FETCH_ERROR:HTTPError""]",False,LM_NOT_REQUESTED
b1_45684abc149163279b88,Government Schemes.Html,"[""Sector Agnostic / Multi-sector""]",Cross-sector Innovation & Entrepreneurship,[],"[""Cross-sector Innovation & Entrepreneurship""]",0.937,DETERMINISTIC_EVIDENCE,False,"sector: sector agnostic, multi-sector","{""Cross-sector Innovation & Entrepreneurship"": 8.0}","[""https://www.startupindia.gov.in/content/sih/en/reources/government-schemes.html""]","[""https://www.startupindia.gov.in/content/sih/en/reources/government-schemes.html::FETCH_ERROR:HTTPError""]",False,LM_NOT_REQUESTED
b1_b1347dfef953b2f37cb9,Search.Html,"[""Cross-sector MSME & Startup Finance""]",Cross-sector MSME & Startup Finance,[],"[""Cross-sector MSME & Startup Finance""]",0.89,EXISTING_SECTOR_CONFIRMED,False,"official_page_text: credit guarantee, fund of funds, seed fund","{""Cross-sector MSME & Startup Finance"": 7.5, ""Cross-sector Innovation & Entrepreneurship"": 6.0}","[""https://www.startupindia.gov.in/content/sih/en/search.html?roles=Incubator""]","[""https://www.startupindia.gov.in/content/sih/en/search.html?roles=Incubator::HTTP_200""]",False,LM_NOT_REQUESTED
b1_196ff6953f2be52364bb,International.Html,"[""Cross-sector MSME & Startup Finance""]",Cross-sector MSME & Startup Finance,[],"[""Cross-sector MSME & Startup Finance""]",0.923,EXISTING_SECTOR_CONFIRMED,False,"official_page_text: credit guarantee, fund of funds, seed fund","{""Cross-sector MSME & Startup Finance"": 7.5, ""Cross-sector Innovation & Entrepreneurship"": 5.0}","[""https://www.startupindia.gov.in/content/sih/en/startup-scheme/international.html""]","[""https://www.startupindia.gov.in/content/sih/en/startup-scheme/international.html::HTTP_200""]",False,LM_NOT_REQUESTED
b1_a65fb32d75c063a5384e,Academia%20Incubator%20Engagement.Pdf,"[""Cross-sector Innovation & Entrepreneurship""]",Cross-sector Innovation & Entrepreneurship,[],"[""Cross-sector Innovation & Entrepreneurship""]",0.75,CROSS_SECTOR_FALLBACK,False,scheme_type: incubation support; broad innovation/entrepreneurship support without an industry restriction,"{""Cross-sector Innovation & Entrepreneurship"": 1.0}","[""https://www.startupindia.gov.in/content/dam/invest-india/Templates/public/incubator_page_content/Academia%20Incubator%20engagement.pdf""]","[""https://www.startupindia.gov.in/content/dam/invest-india/Templates/public/incubator_page_content/Academia%20Incubator%20engagement.pdf::PDF_NOT_PARSED""]",False,LM_NOT_REQUESTED
b1_8d0f2938b633c1dc084b,Accelerator%20Market%20Fit%20.Pdf,"[""Cross-sector Innovation & Entrepreneurship""]",Cross-sector Innovation & Entrepreneurship,[],"[""Cross-sector Innovation & Entrepreneurship""]",0.943,EXISTING_SECTOR_CONFIRMED,False,scheme_name: accelerator; scheme_type: incubation support; field_evidence: accelerator,"{""Cross-sector Innovation & Entrepreneurship"": 7.0}","[""https://www.startupindia.gov.in/content/dam/invest-india/Templates/public/incubator_page_content/Accelerator%20Market%20Fit%20.pdf""]","[""https://www.startupindia.gov.in/content/dam/invest-india/Templates/public/incubator_page_content/Accelerator%20Market%20Fit%20.pdf::PDF_NOT_PARSED""]",False,LM_NOT_REQUESTED
b1_895c09f897c6eb7dd823,Handbook%20For%20Incubator%20Managers.Pdf,"[""Cross-sector Innovation & Entrepreneurship""]",Cross-sector Innovation & Entrepreneurship,[],"[""Cross-sector Innovation & Entrepreneurship""]",0.75,CROSS_SECTOR_FALLBACK,False,scheme_type: incubation support; broad innovation/entrepreneurship support without an industry restriction,"{""Cross-sector Innovation & Entrepreneurship"": 1.0}","[""https://www.startupindia.gov.in/content/dam/invest-india/Templates/public/incubator_page_content/Handbook%20for%20Incubator%20Managers.pdf""]","[""https://www.startupindia.gov.in/content/dam/invest-india/Templates/public/incubator_page_content/Handbook%20for%20Incubator%20Managers.pdf::PDF_NOT_PARSED""]",False,LM_NOT_REQUESTED
b1_13f2c2ba7089a3e1ae19,Incubation%20For%20Social%20Startups.Pdf,"[""Cross-sector Innovation & Entrepreneurship""]",Cross-sector Innovation & Entrepreneurship,[],"[""Cross-sector Innovation & Entrepreneurship""]",0.75,CROSS_SECTOR_FALLBACK,False,scheme_type: incubation support; broad innovation/entrepreneurship support without an industry restriction,"{""Cross-sector Innovation & Entrepreneurship"": 1.0}","[""https://www.startupindia.gov.in/content/dam/invest-india/Templates/public/incubator_page_content/Incubation%20for%20social%20startups.pdf""]","[""https://www.startupindia.gov.in/content/dam/invest-india/Templates/public/incubator_page_content/Incubation%20for%20social%20startups.pdf::PDF_NOT_PARSED""]",False,LM_NOT_REQUESTED
b1_8cf69084dd306d82140c,Mixed Use%20Incubator%20Handbook%20By%20Infodev%20Pdf.Pdf,"[""Cross-sector Innovation & Entrepreneurship""]",Cross-sector Innovation & Entrepreneurship,[],"[""Cross-sector Innovation & Entrepreneurship""]",0.75,CROSS_SECTOR_FALLBACK,False,scheme_type: incubation support; broad innovation/entrepreneurship support without an industry restriction,"{""Cross-sector Innovation & Entrepreneurship"": 1.0}","[""https://www.startupindia.gov.in/content/dam/invest-india/Templates/public/incubator_page_content/Mixed-use%20Incubator%20Handbook%20by%20infoDev%20pdf.pdf""]","[""https://www.startupindia.gov.in/content/dam/invest-india/Templates/public/incubator_page_content/Mixed-use%20Incubator%20Handbook%20by%20infoDev%20pdf.pdf::PDF_NOT_PARSED""]",False,LM_NOT_REQUESTED
b1_cf919fd1b183819cf241,Role%20Of%20State%20In%20Creating%20Startup%20Ecosystem.Pdf,"[""Cross-sector Innovation & Entrepreneurship""]",Cross-sector Innovation & Entrepreneurship,[],"[""Cross-sector Innovation & Entrepreneurship""]",0.75,CROSS_SECTOR_FALLBACK,False,scheme_type: incubation support; broad innovation/entrepreneurship support without an industry restriction,"{""Cross-sector Innovation & Entrepreneurship"": 1.0}","[""https://www.startupindia.gov.in/content/dam/invest-india/Templates/public/incubator_page_content/Role%20of%20State%20in%20creating%20Startup%20Ecosystem.pdf""]","[""https://www.startupindia.gov.in/content/dam/invest-india/Templates/public/incubator_page_content/Role%20of%20State%20in%20creating%20Startup%20Ecosystem.pdf::PDF_NOT_PARSED""]",False,LM_NOT_REQUESTED
b1_21ec035db49abef98147,Startup%20Engagement%20Best%20Practices%20For%20%20Large%20Organizations.Pdf,"[""Cross-sector Innovation & Entrepreneurship""]",Cross-sector Innovation & Entrepreneurship,[],"[""Cross-sector Innovation & Entrepreneurship""]",0.75,CROSS_SECTOR_FALLBACK,False,scheme_type: incubation support; broad innovation/entrepreneurship support without an industry restriction,"{""Cross-sector Innovation & Entrepreneurship"": 1.0}","[""https://www.startupindia.gov.in/content/dam/invest-india/Templates/public/incubator_page_content/Startup%20Engagement%20Best%20Practices%20for%20%20Large%20Organizations.pdf""]","[""https://www.startupindia.gov.in/content/dam/invest-india/Templates/public/incubator_page_content/Startup%20Engagement%20Best%20Practices%20for%20%20Large%20Organizations.pdf::PDF_NOT_PARSED""]",False,LM_NOT_REQUESTED
b1_0f9270d0847037fbd869,The%20Infodev%20Global%20Network%20Of%20Business%20Incubators%20 %20Pdf.Pdf,"[""Cross-sector Innovation & Entrepreneurship""]",Cross-sector Innovation & Entrepreneurship,[],"[""Cross-sector Innovation & Entrepreneurship""]",0.75,CROSS_SECTOR_FALLBACK,False,scheme_type: incubation support; broad innovation/entrepreneurship support without an industry restriction,"{""Cross-sector Innovation & Entrepreneurship"": 1.0}","[""https://www.startupindia.gov.in/content/dam/invest-india/Templates/public/incubator_page_content/The%20infoDev%20Global%20Network%20of%20Business%20Incubators%20-%20pdf.pdf""]","[""https://www.startupindia.gov.in/content/dam/invest-india/Templates/public/incubator_page_content/The%20infoDev%20Global%20Network%20of%20Business%20Incubators%20-%20pdf.pdf::PDF_NOT_PARSED""]",False,LM_NOT_REQUESTED
b1_d852480510ba0784e1a3,About,"[""Sector Agnostic / Multi-sector""]",Cross-sector Innovation & Entrepreneurship,[],"[""Cross-sector Innovation & Entrepreneurship""]",0.937,DETERMINISTIC_EVIDENCE,False,"sector: sector agnostic, multi-sector","{""Cross-sector Innovation & Entrepreneurship"": 8.0, ""Digital Technology & Software"": 3.5, ""Electronics & Semiconductors"": 3.5}","[""https://www.myscheme.gov.in/about""]","[""https://www.myscheme.gov.in/about::HTTP_200""]",False,LM_NOT_REQUESTED
b1_5dd511a56aef2112d810,Accessibility Statement,"[""Sector Agnostic / Multi-sector""]",Cross-sector Innovation & Entrepreneurship,[],"[""Cross-sector Innovation & Entrepreneurship""]",0.937,DETERMINISTIC_EVIDENCE,False,"sector: sector agnostic, multi-sector","{""Cross-sector Innovation & Entrepreneurship"": 8.0, ""Electronics & Semiconductors"": 3.5, ""Digital Technology & Software"": 1.0}","[""https://www.myscheme.gov.in/accessibility-statement""]","[""https://www.myscheme.gov.in/accessibility-statement::HTTP_200""]",False,LM_NOT_REQUESTED
b1_11e7f6babf01c3322193,Contact,"[""Sector Agnostic / Multi-sector""]",Cross-sector Innovation & Entrepreneurship,[],"[""Cross-sector Innovation & Entrepreneurship""]",0.937,DETERMINISTIC_EVIDENCE,False,"sector: sector agnostic, multi-sector","{""Cross-sector Innovation & Entrepreneurship"": 8.0, ""Electronics & Semiconductors"": 3.5, ""Digital Technology & Software"": 1.0}","[""https://www.myscheme.gov.in/contact""]","[""https://www.myscheme.gov.in/contact::HTTP_200""]",False,LM_NOT_REQUESTED
b1_41b6883d6e45a124cef0,Dashboard,"[""Sector Agnostic / Multi-sector""]",Cross-sector Innovation & Entrepreneurship,[],"[""Cross-sector Innovation & Entrepreneurship""]",0.937,DETERMINISTIC_EVIDENCE,False,"sector: sector agnostic, multi-sector","{""Cross-sector Innovation & Entrepreneurship"": 8.0, ""Electronics & Semiconductors"": 3.5, ""Digital Technology & Software"": 1.0}","[""https://www.myscheme.gov.in/dashboard""]","[""https://www.myscheme.gov.in/dashboard::HTTP_200""]",False,LM_NOT_REQUESTED
b1_af32ad0ff653124f1bbf,Disclaimer,"[""Sector Agnostic / Multi-sector""]",Cross-sector Innovation & Entrepreneurship,[],"[""Cross-sector Innovation & Entrepreneurship""]",0.937,DETERMINISTIC_EVIDENCE,False,"sector: sector agnostic, multi-sector","{""Cross-sector Innovation & Entrepreneurship"": 8.0, ""Electronics & Semiconductors"": 3.5, ""Digital Technology & Software"": 1.0}","[""https://www.myscheme.gov.in/disclaimer""]","[""https://www.myscheme.gov.in/disclaimer::HTTP_200""]",False,LM_NOT_REQUESTED
