review_id,review_type,provisional_entity_id,proposed_name,proposed_entity_type,confidence,review_flags,evidence,source_url,recommended_action
dst_gap_review_7af18911e33eed12cc2e,GAP_UNRESOLVED,,National Missions,UNRESOLVED,0.3000,INSUFFICIENT_PERMANENT_ENTITY_EVIDENCE,SOURCE_URL_INTERPRETED_AS_TARGET_URL | PROGRAMME_TERMS:mission | INBOUND_FROM_SCHEME_CATEGORY_INDEX | INBOUND_FROM_PROGRAMME_CATEGORY_INDEX | SCHEME_SCORE=0.180 | PROGRAMME_SCORE=0.290 | MASTER_EVIDENCE_CATEGORIES=0,https://dst.gov.in/national-missions,REVIEW_TARGET_PAGE_AND_CATEGORY_CONTEXT
dst_gap_review_7595ddb24a4bf4bdc745,GAP_UNRESOLVED,,International Cooperation & Mega Science,UNRESOLVED,0.3000,INSUFFICIENT_PERMANENT_ENTITY_EVIDENCE,SOURCE_URL_INTERPRETED_AS_TARGET_URL | PROGRAMME_TERMS:cooperation | INBOUND_FROM_SCHEME_CATEGORY_INDEX | INBOUND_FROM_PROGRAMME_CATEGORY_INDEX | SCHEME_SCORE=0.180 | PROGRAMME_SCORE=0.290 | MASTER_EVIDENCE_CATEGORIES=0,https://dst.gov.in/international-cooperation-mega-science,REVIEW_TARGET_PAGE_AND_CATEGORY_CONTEXT
dst_gap_review_3a1303473b02c6934a55,GAP_UNRESOLVED,,"S&T Data, Policy and Training",UNRESOLVED,0.3000,INSUFFICIENT_PERMANENT_ENTITY_EVIDENCE,SOURCE_URL_INTERPRETED_AS_TARGET_URL | INBOUND_FROM_SCHEME_CATEGORY_INDEX | INBOUND_FROM_PROGRAMME_CATEGORY_INDEX | SCHEME_SCORE=0.180 | PROGRAMME_SCORE=0.180 | MASTER_EVIDENCE_CATEGORIES=0,https://dst.gov.in/st-data-policy-and-training,REVIEW_TARGET_PAGE_AND_CATEGORY_CONTEXT
dst_gap_review_855a6daba441eeb89a9f,GAP_UNRESOLVED,,National Data Sharing and Accessibility Policy,UNRESOLVED,0.3000,VERIFY_UNCRAWLED_OR_NORMALIZATION_VARIANT,SOURCE_URL_INTERPRETED_AS_TARGET_URL | TARGET_URL_NOT_FOUND_IN_CLASSIFIED_PAGE_INVENTORY,https://dst.gov.in/national-data-sharing-and-accessibility-policy-0,REVIEW_TARGET_PAGE_AND_CATEGORY_CONTEXT
dst_gap_review_7bfb3fc9155835197e9b,GAP_UNRESOLVED,,Geospatial Policy,UNRESOLVED,0.3000,VERIFY_UNCRAWLED_OR_NORMALIZATION_VARIANT,SOURCE_URL_INTERPRETED_AS_TARGET_URL | TARGET_URL_NOT_FOUND_IN_CLASSIFIED_PAGE_INVENTORY,https://dst.gov.in/geospatial-policy,REVIEW_TARGET_PAGE_AND_CATEGORY_CONTEXT
dst_gap_review_b0c08f4bf9d0604badd3,GAP_UNRESOLVED,,S&T Ecosystem,UNRESOLVED,0.3000,VERIFY_UNCRAWLED_OR_NORMALIZATION_VARIANT,SOURCE_URL_INTERPRETED_AS_TARGET_URL | TARGET_URL_NOT_FOUND_IN_CLASSIFIED_PAGE_INVENTORY,https://dst.gov.in/st-ecosystem-india,REVIEW_TARGET_PAGE_AND_CATEGORY_CONTEXT
dst_gap_review_744f283f917441e0decc,GAP_UNRESOLVED,,Acts & Orders,UNRESOLVED,0.3000,VERIFY_UNCRAWLED_OR_NORMALIZATION_VARIANT,SOURCE_URL_INTERPRETED_AS_TARGET_URL | TARGET_URL_NOT_FOUND_IN_CLASSIFIED_PAGE_INVENTORY,https://dst.gov.in/acts-orders,REVIEW_TARGET_PAGE_AND_CATEGORY_CONTEXT
dst_gap_review_9aa85d802aeec24d511c,GAP_UNRESOLVED,,Administration & Finance,UNRESOLVED,0.3000,VERIFY_UNCRAWLED_OR_NORMALIZATION_VARIANT,SOURCE_URL_INTERPRETED_AS_TARGET_URL | TARGET_URL_NOT_FOUND_IN_CLASSIFIED_PAGE_INVENTORY,https://dst.gov.in/administrationfinance/administration-finance,REVIEW_TARGET_PAGE_AND_CATEGORY_CONTEXT
dst_gap_review_4afd1a2ae65393c6423a,GAP_UNRESOLVED,,Recruitment Cell,UNRESOLVED,0.3000,VERIFY_UNCRAWLED_OR_NORMALIZATION_VARIANT,SOURCE_URL_INTERPRETED_AS_TARGET_URL | TARGET_URL_NOT_FOUND_IN_CLASSIFIED_PAGE_INVENTORY,https://dst.gov.in/administrationfinance-0,REVIEW_TARGET_PAGE_AND_CATEGORY_CONTEXT
dst_gap_review_805bc66ae462614d8b80,GAP_UNRESOLVED,,Integrated Finance,UNRESOLVED,0.3000,VERIFY_UNCRAWLED_OR_NORMALIZATION_VARIANT,SOURCE_URL_INTERPRETED_AS_TARGET_URL | TARGET_URL_NOT_FOUND_IN_CLASSIFIED_PAGE_INVENTORY,https://dst.gov.in/administrationfinance/integrated-finance,REVIEW_TARGET_PAGE_AND_CATEGORY_CONTEXT
dst_gap_review_84e377ab43265a66f63f,GAP_UNRESOLVED,,"O/o Chief Controller of Accounts, MST",UNRESOLVED,0.3000,VERIFY_UNCRAWLED_OR_NORMALIZATION_VARIANT,SOURCE_URL_INTERPRETED_AS_TARGET_URL | TARGET_URL_NOT_FOUND_IN_CLASSIFIED_PAGE_INVENTORY,https://dst.gov.in/administrationfinance/office-chief-controller-accounts,REVIEW_TARGET_PAGE_AND_CATEGORY_CONTEXT
dst_gap_review_8a896068d3a800ff5ad1,GAP_UNRESOLVED,,Welfare Cell,UNRESOLVED,0.3000,VERIFY_UNCRAWLED_OR_NORMALIZATION_VARIANT,SOURCE_URL_INTERPRETED_AS_TARGET_URL | TARGET_URL_NOT_FOUND_IN_CLASSIFIED_PAGE_INVENTORY,https://dst.gov.in/administrationfinance/welfare-cell,REVIEW_TARGET_PAGE_AND_CATEGORY_CONTEXT
dst_gap_review_bdefc418f4f4b44b692b,GAP_UNRESOLVED,,Internal Complaints Committee(ICC) - Women,UNRESOLVED,0.3000,VERIFY_UNCRAWLED_OR_NORMALIZATION_VARIANT,SOURCE_URL_INTERPRETED_AS_TARGET_URL | TARGET_URL_NOT_FOUND_IN_CLASSIFIED_PAGE_INVENTORY,https://dst.gov.in/internal-complaints-committee-icc-women,REVIEW_TARGET_PAGE_AND_CATEGORY_CONTEXT
dst_gap_review_5da45095164e20661e72,GAP_UNRESOLVED,,Library,UNRESOLVED,0.3000,VERIFY_UNCRAWLED_OR_NORMALIZATION_VARIANT,SOURCE_URL_INTERPRETED_AS_TARGET_URL | TARGET_URL_NOT_FOUND_IN_CLASSIFIED_PAGE_INVENTORY,https://dst.gov.in/administrationfinance/library,REVIEW_TARGET_PAGE_AND_CATEGORY_CONTEXT
dst_gap_review_78dd61cd6ac393d04b9c,GAP_UNRESOLVED,,Parliament Unit,UNRESOLVED,0.3000,VERIFY_UNCRAWLED_OR_NORMALIZATION_VARIANT,SOURCE_URL_INTERPRETED_AS_TARGET_URL | TARGET_URL_NOT_FOUND_IN_CLASSIFIED_PAGE_INVENTORY,https://dst.gov.in/administrationfinance,REVIEW_TARGET_PAGE_AND_CATEGORY_CONTEXT
dst_gap_review_c08839e8ea6a6298c01b,GAP_UNRESOLVED,,Pension Cell,UNRESOLVED,0.3000,VERIFY_UNCRAWLED_OR_NORMALIZATION_VARIANT,SOURCE_URL_INTERPRETED_AS_TARGET_URL | TARGET_URL_NOT_FOUND_IN_CLASSIFIED_PAGE_INVENTORY,https://dst.gov.in/pension-cell,REVIEW_TARGET_PAGE_AND_CATEGORY_CONTEXT
dst_gap_review_1841d79dd4f7854f0ff3,GAP_UNRESOLVED,,Promotion of Official Language,UNRESOLVED,0.3000,VERIFY_UNCRAWLED_OR_NORMALIZATION_VARIANT,SOURCE_URL_INTERPRETED_AS_TARGET_URL | TARGET_URL_NOT_FOUND_IN_CLASSIFIED_PAGE_INVENTORY,https://dst.gov.in/administrationfinance/promotion-official-language,REVIEW_TARGET_PAGE_AND_CATEGORY_CONTEXT
dst_gap_review_763ff3f184102a4b160c,GAP_UNRESOLVED,,Science and Technology Exhibition Cell,UNRESOLVED,0.3000,VERIFY_UNCRAWLED_OR_NORMALIZATION_VARIANT,SOURCE_URL_INTERPRETED_AS_TARGET_URL | TARGET_URL_NOT_FOUND_IN_CLASSIFIED_PAGE_INVENTORY,https://dst.gov.in/administrationfinance/science-and-technology-exhibition-cell,REVIEW_TARGET_PAGE_AND_CATEGORY_CONTEXT
dst_gap_review_47fef137ec2882e0b409,GAP_UNRESOLVED,,Autonomous S&T & Attached Institutions,UNRESOLVED,0.3000,VERIFY_UNCRAWLED_OR_NORMALIZATION_VARIANT,SOURCE_URL_INTERPRETED_AS_TARGET_URL | TARGET_URL_NOT_FOUND_IN_CLASSIFIED_PAGE_INVENTORY,https://dst.gov.in/autonomous-st-attached-institutions-0,REVIEW_TARGET_PAGE_AND_CATEGORY_CONTEXT
dst_gap_review_50b3aff64337e79b0b91,GAP_UNRESOLVED,,E Newsletter,UNRESOLVED,0.3000,VERIFY_UNCRAWLED_OR_NORMALIZATION_VARIANT,SOURCE_URL_INTERPRETED_AS_TARGET_URL | TARGET_URL_NOT_FOUND_IN_CLASSIFIED_PAGE_INVENTORY,https://dst.gov.in/e-newsletter,REVIEW_TARGET_PAGE_AND_CATEGORY_CONTEXT
dst_gap_review_9a3c4e67c79dab3ec736,GAP_UNRESOLVED,,Monthly Achievements,UNRESOLVED,0.3000,VERIFY_UNCRAWLED_OR_NORMALIZATION_VARIANT,SOURCE_URL_INTERPRETED_AS_TARGET_URL | TARGET_URL_NOT_FOUND_IN_CLASSIFIED_PAGE_INVENTORY,https://dst.gov.in/monthly-achievements,REVIEW_TARGET_PAGE_AND_CATEGORY_CONTEXT
dst_gap_review_85ac8b751f44c3a7bd3d,GAP_UNRESOLVED,,S&T Articles,UNRESOLVED,0.3000,VERIFY_UNCRAWLED_OR_NORMALIZATION_VARIANT,SOURCE_URL_INTERPRETED_AS_TARGET_URL | TARGET_URL_NOT_FOUND_IN_CLASSIFIED_PAGE_INVENTORY,https://dst.gov.in/st-articles,REVIEW_TARGET_PAGE_AND_CATEGORY_CONTEXT
dst_gap_review_9b9190fb73d0f1dd478f,GAP_UNRESOLVED,,Tender,UNRESOLVED,0.3000,VERIFY_UNCRAWLED_OR_NORMALIZATION_VARIANT,SOURCE_URL_INTERPRETED_AS_TARGET_URL | TARGET_URL_NOT_FOUND_IN_CLASSIFIED_PAGE_INVENTORY,https://dst.gov.in/tenders,REVIEW_TARGET_PAGE_AND_CATEGORY_CONTEXT
dst_gap_review_d01039639aa02a2a2747,GAP_UNRESOLVED,,Website Policies,UNRESOLVED,0.3000,VERIFY_UNCRAWLED_OR_NORMALIZATION_VARIANT,SOURCE_URL_INTERPRETED_AS_TARGET_URL | TARGET_URL_NOT_FOUND_IN_CLASSIFIED_PAGE_INVENTORY,https://dst.gov.in/website-policies,REVIEW_TARGET_PAGE_AND_CATEGORY_CONTEXT
dst_gap_review_57b6cc58b69c780d01d7,GAP_UNRESOLVED,,Terms & Conditions,UNRESOLVED,0.3000,VERIFY_UNCRAWLED_OR_NORMALIZATION_VARIANT,SOURCE_URL_INTERPRETED_AS_TARGET_URL | TARGET_URL_NOT_FOUND_IN_CLASSIFIED_PAGE_INVENTORY,https://dst.gov.in/terms-conditions,REVIEW_TARGET_PAGE_AND_CATEGORY_CONTEXT
dst_gap_review_4e280d73531bdd203cf9,GAP_UNRESOLVED,,Help,UNRESOLVED,0.3000,VERIFY_UNCRAWLED_OR_NORMALIZATION_VARIANT,SOURCE_URL_INTERPRETED_AS_TARGET_URL | TARGET_URL_NOT_FOUND_IN_CLASSIFIED_PAGE_INVENTORY,https://dst.gov.in/help,REVIEW_TARGET_PAGE_AND_CATEGORY_CONTEXT
dst_gap_review_6f86f54cbee55ae4c4e2,GAP_UNRESOLVED,,Contact Us,UNRESOLVED,0.3000,VERIFY_UNCRAWLED_OR_NORMALIZATION_VARIANT,SOURCE_URL_INTERPRETED_AS_TARGET_URL | TARGET_URL_NOT_FOUND_IN_CLASSIFIED_PAGE_INVENTORY,https://dst.gov.in/contactus,REVIEW_TARGET_PAGE_AND_CATEGORY_CONTEXT
dst_gap_review_86c427f82bfdd5f3194d,GAP_UNRESOLVED,,Feedback,UNRESOLVED,0.3000,VERIFY_UNCRAWLED_OR_NORMALIZATION_VARIANT,SOURCE_URL_INTERPRETED_AS_TARGET_URL | TARGET_URL_NOT_FOUND_IN_CLASSIFIED_PAGE_INVENTORY,https://dst.gov.in/feedback,REVIEW_TARGET_PAGE_AND_CATEGORY_CONTEXT
dst_gap_review_2832ae2c5ca1c01af45c,GAP_UNRESOLVED,,Web Information Manager,UNRESOLVED,0.3000,VERIFY_UNCRAWLED_OR_NORMALIZATION_VARIANT,SOURCE_URL_INTERPRETED_AS_TARGET_URL | TARGET_URL_NOT_FOUND_IN_CLASSIFIED_PAGE_INVENTORY,https://dst.gov.in/web-information-manager,REVIEW_TARGET_PAGE_AND_CATEGORY_CONTEXT
dst_gap_review_94a35dd23483fadd1a5a,GAP_UNRESOLVED,,Filling up the 01 post of Estate Officer in the Department of Science & Tech...,UNRESOLVED,0.3000,VERIFY_UNCRAWLED_OR_NORMALIZATION_VARIANT,SOURCE_URL_INTERPRETED_AS_TARGET_URL | TARGET_URL_NOT_FOUND_IN_CLASSIFIED_PAGE_INVENTORY,https://dst.gov.in/news/filling-01-post-estate-officer-department-science-technology-deputation-including-short-term,REVIEW_TARGET_PAGE_AND_CATEGORY_CONTEXT
dst_gap_review_edb3550f225fc74ff2e8,GAP_UNRESOLVED,,OM on Empanelment of retired officers as Inquiry Officers for conducting Departm...,UNRESOLVED,0.3000,VERIFY_UNCRAWLED_OR_NORMALIZATION_VARIANT,SOURCE_URL_INTERPRETED_AS_TARGET_URL | TARGET_URL_NOT_FOUND_IN_CLASSIFIED_PAGE_INVENTORY,https://dst.gov.in/news/om-empanelment-retired-officers-inquiry-officers-conducting-department-inquiries-department,REVIEW_TARGET_PAGE_AND_CATEGORY_CONTEXT
dst_gap_review_f0f40e2225d6862397b0,GAP_UNRESOLVED,,Publication of Recruitment Rules in respect of Group 'A' and Group...,UNRESOLVED,0.3000,VERIFY_UNCRAWLED_OR_NORMALIZATION_VARIANT,SOURCE_URL_INTERPRETED_AS_TARGET_URL | TARGET_URL_NOT_FOUND_IN_CLASSIFIED_PAGE_INVENTORY,https://dst.gov.in/news/publication-recruitment-rules-respect-group-and-group-b-administrative-posts-recruitment-rules,REVIEW_TARGET_PAGE_AND_CATEGORY_CONTEXT
dst_gap_review_243118d58bd3d0c173a8,GAP_UNRESOLVED,,Filling up the one post of Senior Adviser in DST on deputation (ISTC) basis fail...,UNRESOLVED,0.3000,VERIFY_UNCRAWLED_OR_NORMALIZATION_VARIANT,SOURCE_URL_INTERPRETED_AS_TARGET_URL | TARGET_URL_NOT_FOUND_IN_CLASSIFIED_PAGE_INVENTORY,https://dst.gov.in/news/filling-one-post-senior-adviser-dst-deputation-istc-basis-failing-which-direct-recruitment,REVIEW_TARGET_PAGE_AND_CATEGORY_CONTEXT
dst_gap_review_9620d49b8e21957b667f,GAP_UNRESOLVED,,View All,UNRESOLVED,0.3000,VERIFY_UNCRAWLED_OR_NORMALIZATION_VARIANT,SOURCE_URL_INTERPRETED_AS_TARGET_URL | TARGET_URL_NOT_FOUND_IN_CLASSIFIED_PAGE_INVENTORY,https://dst.gov.in/news/%2A,REVIEW_TARGET_PAGE_AND_CATEGORY_CONTEXT
dst_gap_review_98ca947cd2691d32d595,GAP_UNRESOLVED,,Reports/Documents,UNRESOLVED,0.3000,VERIFY_UNCRAWLED_OR_NORMALIZATION_VARIANT,SOURCE_URL_INTERPRETED_AS_TARGET_URL | TARGET_URL_NOT_FOUND_IN_CLASSIFIED_PAGE_INVENTORY,https://dst.gov.in/node,REVIEW_TARGET_PAGE_AND_CATEGORY_CONTEXT
dst_gap_review_ffbbc7804a5e1ecb61e4,GAP_UNRESOLVED,,Quantum-Safe Ecosystem in India,UNRESOLVED,0.3000,VERIFY_UNCRAWLED_OR_NORMALIZATION_VARIANT,SOURCE_URL_INTERPRETED_AS_TARGET_URL | TARGET_URL_NOT_FOUND_IN_CLASSIFIED_PAGE_INVENTORY,https://dst.gov.in/document/reports/quantum-safe-ecosystem-india,REVIEW_TARGET_PAGE_AND_CATEGORY_CONTEXT
dst_gap_review_eff5f24cef1739ed09d1,GAP_UNRESOLVED,,Annual Report 2025-26,UNRESOLVED,0.3000,VERIFY_UNCRAWLED_OR_NORMALIZATION_VARIANT,SOURCE_URL_INTERPRETED_AS_TARGET_URL | TARGET_URL_NOT_FOUND_IN_CLASSIFIED_PAGE_INVENTORY,https://dst.gov.in/document/reports/annual-report-2025-26,REVIEW_TARGET_PAGE_AND_CATEGORY_CONTEXT
dst_gap_review_e6092764d8593c06a558,GAP_UNRESOLVED,,Detailed Demands for Grants 2026-27,UNRESOLVED,0.3000,VERIFY_UNCRAWLED_OR_NORMALIZATION_VARIANT,SOURCE_URL_INTERPRETED_AS_TARGET_URL | TARGET_URL_NOT_FOUND_IN_CLASSIFIED_PAGE_INVENTORY,https://dst.gov.in/document,REVIEW_TARGET_PAGE_AND_CATEGORY_CONTEXT
dst_gap_review_733c60d5b561b24da2d8,GAP_UNRESOLVED,,Vision Document ESTIC 2025,UNRESOLVED,0.3000,VERIFY_UNCRAWLED_OR_NORMALIZATION_VARIANT,SOURCE_URL_INTERPRETED_AS_TARGET_URL | TARGET_URL_NOT_FOUND_IN_CLASSIFIED_PAGE_INVENTORY,https://dst.gov.in/reports/vision-document-ESTIC-2025,REVIEW_TARGET_PAGE_AND_CATEGORY_CONTEXT
dst_gap_review_4d397ec3e539704b935a,GAP_UNRESOLVED,,Coffee Table Book ESTIC 2025,UNRESOLVED,0.3000,VERIFY_UNCRAWLED_OR_NORMALIZATION_VARIANT,SOURCE_URL_INTERPRETED_AS_TARGET_URL | TARGET_URL_NOT_FOUND_IN_CLASSIFIED_PAGE_INVENTORY,https://dst.gov.in/reports/coffee-table-book-ESTIC-2025,REVIEW_TARGET_PAGE_AND_CATEGORY_CONTEXT
dst_gap_review_81ec8bbbe8ef556aa519,GAP_UNRESOLVED,,Activity Guidebook for NCSC 2026-27,UNRESOLVED,0.3000,VERIFY_UNCRAWLED_OR_NORMALIZATION_VARIANT,SOURCE_URL_INTERPRETED_AS_TARGET_URL | TARGET_URL_NOT_FOUND_IN_CLASSIFIED_PAGE_INVENTORY,https://dst.gov.in/document/reports/activity-guidebook-for-NCSC-2026-27,REVIEW_TARGET_PAGE_AND_CATEGORY_CONTEXT
dst_gap_review_37a36c46b16d83d27b90,GAP_UNRESOLVED,,DST-CCUS Roadmap 2025,UNRESOLVED,0.3000,VERIFY_UNCRAWLED_OR_NORMALIZATION_VARIANT,SOURCE_URL_INTERPRETED_AS_TARGET_URL | TARGET_URL_NOT_FOUND_IN_CLASSIFIED_PAGE_INVENTORY,https://dst.gov.in/document/reports/dst-ccus-roadmap-2025,REVIEW_TARGET_PAGE_AND_CATEGORY_CONTEXT
dst_gap_review_09d9a91d613e069a478f,GAP_UNRESOLVED,,Detailed Demands For Grants 2024-2025,UNRESOLVED,0.3000,VERIFY_UNCRAWLED_OR_NORMALIZATION_VARIANT,SOURCE_URL_INTERPRETED_AS_TARGET_URL | TARGET_URL_NOT_FOUND_IN_CLASSIFIED_PAGE_INVENTORY,https://dst.gov.in/document/budget/detailed-demands-grants-2024-2025,REVIEW_TARGET_PAGE_AND_CATEGORY_CONTEXT
dst_gap_review_1954f87662cdf464d8e9,GAP_UNRESOLVED,,More,UNRESOLVED,0.3000,VERIFY_UNCRAWLED_OR_NORMALIZATION_VARIANT,SOURCE_URL_INTERPRETED_AS_TARGET_URL | TARGET_URL_NOT_FOUND_IN_CLASSIFIED_PAGE_INVENTORY,https://dst.gov.in/documents,REVIEW_TARGET_PAGE_AND_CATEGORY_CONTEXT
dst_gap_review_a14c994f24036391a1fd,GAP_UNRESOLVED,,S&T Awards Information Retrieval System (STAIRS),UNRESOLVED,0.3000,VERIFY_UNCRAWLED_OR_NORMALIZATION_VARIANT,SOURCE_URL_INTERPRETED_AS_TARGET_URL | TARGET_URL_NOT_FOUND_IN_CLASSIFIED_PAGE_INVENTORY,https://dst.gov.in/importantlinks/st-awards-information-retrieval-system-stairs,REVIEW_TARGET_PAGE_AND_CATEGORY_CONTEXT
dst_gap_review_b19cbff9c5a9e717d695,GAP_UNRESOLVED,,Indian Origin Academicians Abroad,UNRESOLVED,0.3000,VERIFY_UNCRAWLED_OR_NORMALIZATION_VARIANT,SOURCE_URL_INTERPRETED_AS_TARGET_URL | TARGET_URL_NOT_FOUND_IN_CLASSIFIED_PAGE_INVENTORY,https://dst.gov.in/importantlinks/indian-origin-academicians-abroad,REVIEW_TARGET_PAGE_AND_CATEGORY_CONTEXT
dst_gap_review_e916837a35259cec3ebd,GAP_UNRESOLVED,,"India Science, Technology and Innovation Portal (ISTI)",UNRESOLVED,0.3000,VERIFY_UNCRAWLED_OR_NORMALIZATION_VARIANT,SOURCE_URL_INTERPRETED_AS_TARGET_URL | TARGET_URL_NOT_FOUND_IN_CLASSIFIED_PAGE_INVENTORY,https://dst.gov.in/importantlinks/india-science-technology-and-innovation-portal-isti,REVIEW_TARGET_PAGE_AND_CATEGORY_CONTEXT
dst_gap_review_86455f28b03970930959,GAP_UNRESOLVED,,E-Journal Resources,UNRESOLVED,0.3000,VERIFY_UNCRAWLED_OR_NORMALIZATION_VARIANT,SOURCE_URL_INTERPRETED_AS_TARGET_URL | TARGET_URL_NOT_FOUND_IN_CLASSIFIED_PAGE_INVENTORY,https://dst.gov.in/importantlinks/e-journal-resources,REVIEW_TARGET_PAGE_AND_CATEGORY_CONTEXT
dst_gap_review_9e2d08ac63a84bbd9596,GAP_UNRESOLVED,,Electronic Project Management System (e-PMS),UNRESOLVED,0.3000,VERIFY_UNCRAWLED_OR_NORMALIZATION_VARIANT,SOURCE_URL_INTERPRETED_AS_TARGET_URL | TARGET_URL_NOT_FOUND_IN_CLASSIFIED_PAGE_INVENTORY,https://dst.gov.in/importantlinks/electronic-project-management-system-e-pms,REVIEW_TARGET_PAGE_AND_CATEGORY_CONTEXT
dst_gap_review_90eb3d2f84f8397791e8,GAP_UNRESOLVED,,Achievements of Ministry of Science & Technology And Earth Science...,UNRESOLVED,0.3000,VERIFY_UNCRAWLED_OR_NORMALIZATION_VARIANT,SOURCE_URL_INTERPRETED_AS_TARGET_URL | TARGET_URL_NOT_FOUND_IN_CLASSIFIED_PAGE_INVENTORY,https://dst.gov.in/importantlinks/achievements-ministry-science-technology-and-earth-sciences,REVIEW_TARGET_PAGE_AND_CATEGORY_CONTEXT
dst_gap_review_517ecd93ebff5eb030e3,GAP_UNRESOLVED,,R&D Statistics at a Glance,UNRESOLVED,0.3000,VERIFY_UNCRAWLED_OR_NORMALIZATION_VARIANT,SOURCE_URL_INTERPRETED_AS_TARGET_URL | TARGET_URL_NOT_FOUND_IN_CLASSIFIED_PAGE_INVENTORY,https://dst.gov.in/importantlinks/rd-statistics-glance,REVIEW_TARGET_PAGE_AND_CATEGORY_CONTEXT
